Id,Title,StaringActorId,ActorAgeGapId,AgeGapDefinition,Genres,NumberOfVotes,Rating,Success
694,Love Actually,12887,3,40s,"Comedy,Drama,Romance",368982,7.6,1
695,Tears of the Sun,12709,3,40s,"Action,Drama,Thriller",104140,6.6,0
696,Bruce Almighty,12583,3,40s,"Comedy,Drama,Fantasy",337430,6.7,0
697,21 Grams,13039,3,40s,"Crime,Drama,Thriller",208978,7.7,1
698,Spider-Man 2,12101,5,20s,"Action,Adventure,Sci-Fi",483443,7.3,1
699,Cars,17598,4,30s,"Animation,Comedy,Family",314477,7.1,0
700,Cidade de Deus,1365320,6,teenager,"Crime,Drama",624240,8.6,1
701,The Incredibles,17302,2,50s,"Action,Adventure,Animation",575278,8.0,1
702,The Italian Job,13124,1,+60s,"Action,Crime,Thriller",315742,7.0,0
703,Mission: Impossible III,12592,3,40s,"Action,Adventure,Thriller",297522,6.9,0
704,Freddy vs. Jason,12850,2,50s,"Action,Horror",100838,5.8,0
705,Harry Potter and the Goblet of Fire,669648,6,teenager,"Adventure,Family,Fantasy",467969,7.7,1
706,The Punisher,17085,4,30s,"Action,Adventure,Crime",139415,6.5,0
707,The Notebook,12291,1,+60s,"Drama,Romance",459079,7.9,1
708,The School of Rock,99526,4,30s,"Comedy,Music",237411,7.1,0
709,Troy,12556,3,40s,"Drama,History,Romance",439133,7.2,0
710,Garden State,107391,5,20s,"Comedy,Drama,Romance",199462,7.5,1
711,Napoleon Dynamite,1568448,5,20s,Comedy,180202,6.9,0
712,Sideways,309746,4,30s,"Comedy,Drama,Romance",166575,7.5,1
713,Crash,12795,4,30s,"Crime,Drama,Thriller",394549,7.8,1
714,Layer Cake,187404,4,30s,"Crime,Drama,Thriller",148837,7.4,1
715,Closer,12667,5,20s,"Drama,Romance",186562,7.3,1
716,X-Men: The Last Stand,12376,1,+60s,"Action,Adventure,Sci-Fi",439070,6.7,0
717,Mean Girls,493885,6,teenager,Comedy,291378,7.0,0
718,Kill Bill: Vol. 2,12698,4,30s,"Action,Crime,Thriller",593238,8.0,1
719,Irr̩versible,13361,4,30s,"Crime,Drama,Mystery",102696,7.4,1
720,The Recruit,12662,1,+60s,"Action,Drama,Mystery",122582,6.6,0
721,The Phantom of the Opera,118025,4,30s,"Drama,Musical,Romance",107721,7.3,1
722,Rush Hour 3,12792,2,50s,"Action,Comedy,Crime",137598,6.2,0
723,The Transporter,17494,4,30s,"Action,Crime,Thriller",263915,6.8,0
724,Austin Powers in Goldmember,12659,4,30s,"Action,Adventure,Comedy",179879,6.2,0
725,Harry Potter and the Chamber of Secrets,669648,6,teenager,"Adventure,Family,Fantasy",471968,7.4,1
726,xXx,16911,4,30s,"Action,Adventure,Thriller",162595,5.9,0
727,The Chronicles of Riddick,16911,4,30s,"Action,Adventure,Sci-Fi",200965,6.7,0
728,The Ring,873249,4,30s,"Horror,Mystery",291221,7.1,0
729,Shrek 2,12659,3,40s,"Adventure,Animation,Comedy",366494,7.2,0
730,8 Mile,16933,5,20s,"Drama,Music",221374,7.1,0
731,Chicago,12713,4,30s,"Comedy,Crime,Musical",196405,7.2,0
732,Ying xiong,12076,4,30s,"Action,Adventure,History",163172,7.9,1
733,Good Bye Lenin!,122810,5,20s,"Comedy,Drama,Romance",126928,7.7,1
734,Old School,17597,4,30s,Comedy,200440,7.1,0
735,Firefly,266616,4,30s,"Adventure,Drama,Sci-Fi",219149,9.0,1
736,Harry Potter and the Prisoner of Azkaban,669648,6,teenager,"Adventure,Family,Fantasy",467845,7.9,1
737,Capote,12913,4,30s,"Biography,Crime,Drama",114486,7.4,1
738,Serenity,266616,4,30s,"Action,Adventure,Sci-Fi",264885,7.9,1
739,The Lovely Bones,12442,4,30s,"Drama,Fantasy,Thriller",141752,6.7,0
740,Casino Royale,187404,4,30s,"Action,Adventure,Thriller",527214,8.0,1
741,The Brothers Grimm,12817,4,30s,"Action,Adventure,Comedy",108557,5.9,0
742,EuroTrip,1486922,5,20s,Comedy,179342,6.6,0
743,Mr. & Mrs. Smith,12556,3,40s,"Action,Comedy,Crime",403875,6.5,0
744,Anchorman: The Legend of Ron Burgundy,13604,4,30s,Comedy,301200,7.2,0
745,Robots,12654,4,30s,"Adventure,Animation,Comedy",118890,6.3,0
746,Walk the Line,12222,4,30s,"Biography,Drama,Music",207836,7.9,1
747,Blade: Trinity,13111,3,40s,"Action,Adventure,Horror",151705,5.9,0
748,The Secret Life of Walter Mitty,12378,3,40s,"Adventure,Comedy,Drama",269567,7.3,1
749,Constantine,12669,3,40s,"Action,Fantasy,Horror",269721,7.0,0
750,King Kong,873249,4,30s,"Action,Adventure,Drama",357850,7.2,0
751,Inglourious Basterds,12556,3,40s,"Adventure,Drama,War",1077566,8.3,1
752,The Machinist,12751,5,20s,"Drama,Thriller",322320,7.7,1
753,Scary Movie 4,272461,5,20s,Comedy,104489,5.1,0
754,The Terminal,12621,3,40s,"Comedy,Drama,Romance",354595,7.3,1
755,The Life Aquatic with Steve Zissou,12658,2,50s,"Action,Adventure,Comedy",161673,7.3,1
756,Der Untergang,18939,1,+60s,"Biography,Drama,History",295407,8.2,1
757,Dawn of the Dead,12235,5,20s,"Action,Horror,Thriller",216234,7.3,1
758,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",800198,3,40s,"Adventure,Family,Fantasy",329656,6.9,0
759,Secret Window,12599,3,40s,"Drama,Mystery,Thriller",166005,6.6,0
760,Oldeuboi,159118,3,40s,"Action,Drama,Mystery",440898,8.4,1
761,Dodgeball: A True Underdog Story,12378,4,30s,"Comedy,Sport",208470,6.7,0
762,NCIS: Naval Criminal Investigative Service,11923,2,50s,"Action,Comedy,Crime",103127,7.9,1
763,Syriana,12586,3,40s,"Drama,Thriller",118745,6.9,0
764,Shaun of the Dead,653264,4,30s,"Comedy,Horror",455859,7.9,1
765,A Walk Among the Tombstones,13016,1,+60s,"Crime,Drama,Mystery",102167,6.5,0
766,Happy Feet,13167,5,20s,"Adventure,Animation,Comedy",152969,6.5,0
767,Harold & Kumar Go to White Castle,164711,4,30s,"Adventure,Comedy",169429,7.1,0
768,The Jacket,16815,4,30s,"Drama,Fantasy,Mystery",102014,7.1,0
769,Arrested Development,13329,4,30s,Comedy,247410,8.9,1
770,Charlie and the Chocolate Factory,12599,3,40s,"Adventure,Comedy,Family",376381,6.7,0
771,Indiana Jones and the Kingdom of the Crystal Skull,12611,1,+60s,"Action,Adventure,Fantasy",380469,6.2,0
772,Before Sunset,12623,4,30s,"Drama,Romance",200732,8.1,1
773,White Chicks,17577,4,30s,"Comedy,Crime",114618,5.5,0
774,3:10 to Yuma,12591,3,40s,"Action,Crime,Drama",264213,7.7,1
775,The Da Vinci Code,12621,3,40s,"Mystery,Thriller",362778,6.6,0
776,Street Kings,12669,3,40s,"Action,Crime,Drama",101360,6.8,0
777,Red Eye,1231315,5,20s,"Mystery,Thriller",103411,6.5,0
778,The Curious Case of Benjamin Button,12556,3,40s,"Drama,Fantasy,Romance",524985,7.8,1
779,Hard Candy,885211,4,30s,"Crime,Drama,Thriller",144371,7.1,0
780,Clerks II,615617,4,30s,Comedy,122878,7.4,1
781,Get Smart,148692,3,40s,"Action,Adventure,Comedy",186092,6.5,0
782,Hot Fuzz,653264,4,30s,"Action,Comedy",412784,7.9,1
783,Lucky Number Slevin,11930,5,20s,"Crime,Drama,Mystery",284785,7.8,1
784,Hairspray,12700,2,50s,"Comedy,Drama,Music",110187,6.7,0
785,Thank You for Smoking,11777,4,30s,"Comedy,Drama",203818,7.6,1
786,Lost in Translation,12658,2,50s,Drama,365255,7.8,1
787,The Passion of the Christ,11633,4,30s,Drama,197120,7.2,0
788,Starsky & Hutch,12378,4,30s,"Comedy,Crime",129542,6.1,0
789,13 Going on 30,16987,4,30s,"Comedy,Fantasy,Romance",143208,6.1,0
790,Something's Gotta Give,12660,1,+60s,"Comedy,Drama,Romance",101031,6.7,0
791,Live Free or Die Hard,12709,2,50s,"Action,Adventure,Thriller",364925,7.1,0
792,Eternal Sunshine of the Spotless Mind,12583,3,40s,"Drama,Romance,Sci-Fi",797249,8.3,1
793,The Polar Express,12621,3,40s,"Adventure,Animation,Comedy",147221,6.6,0
794,Van Helsing,410842,4,30s,"Action,Adventure,Fantasy",223909,6.1,0
795,Mou gaan dou,467556,3,40s,"Crime,Drama,Mystery",109504,8.1,1
796,The Aviator,12601,5,20s,"Biography,Drama,History",300217,7.5,1
797,A Series of Unfortunate Events,12583,3,40s,"Adventure,Comedy,Family",180889,6.8,0
798,Hostage,12709,3,40s,"Action,Crime,Drama",100819,6.6,0
799,Monster,12697,5,20s,"Biography,Crime,Drama",121459,7.3,1
800,Along Came Polly,12378,4,30s,"Comedy,Romance",116445,5.9,0
801,50 First Dates,11795,4,30s,"Comedy,Drama,Romance",297169,6.8,0
802,"I, Robot",12689,4,30s,"Action,Crime,Drama",450419,7.1,0
803,Alexander,268626,5,20s,"Action,Adventure,Biography",151910,5.6,0
804,Hauru no ugoku shiro,64609,1,+60s,"Adventure,Animation,Family",271104,8.2,1
805,Superman Returns,719498,5,20s,"Action,Adventure",257138,6.1,0
806,King Arthur,618012,4,30s,"Action,Adventure,Drama",149617,6.3,0
807,Ocean's Twelve,12586,3,40s,"Crime,Thriller",323801,6.5,0
808,Ray,16974,4,30s,"Biography,Drama,Music",124579,7.7,1
809,Madagascar,12278,4,30s,"Adventure,Animation,Comedy",317326,6.9,0
810,Cinderella Man,12591,3,40s,"Biography,Drama,Sport",163662,8.0,1
811,American Dad!,497248,4,30s,"Animation,Comedy",102258,7.4,1
812,Gossip Girl,496921,6,teenager,"Drama,Romance",134820,7.4,1
813,Memoirs of a Geisha,920522,5,20s,"Drama,Romance",129530,7.4,1
814,Bolt,12700,2,50s,"Adventure,Animation,Comedy",169037,6.9,0
815,The Longest Yard,11795,4,30s,"Comedy,Crime,Sport",147074,6.4,0
816,Tangled,576621,5,20s,"Adventure,Animation,Comedy",351574,7.8,1
817,Bridge to Terabithia,1414769,6,teenager,"Adventure,Drama,Family",127901,7.2,0
818,A History of Violence,12161,3,40s,"Drama,Thriller",206780,7.5,1
819,The Island,420558,5,20s,"Action,Adventure,Mystery",284387,6.9,0
820,Lord of War,12578,3,40s,"Crime,Drama,Thriller",272696,7.6,1
821,John Carter,2121727,4,30s,"Action,Adventure,Sci-Fi",234371,6.6,0
822,Sin City,13083,2,50s,"Crime,Thriller",707072,8.0,1
823,Underworld: Evolution,12758,4,30s,"Action,Adventure,Fantasy",176700,6.7,0
824,̠on Flux,12697,5,20s,"Action,Adventure,Drama",117885,5.5,0
825,The Exorcism of Emily Rose,12077,3,40s,"Drama,Horror,Thriller",108791,6.7,0
826,Das Leben der Anderen,594860,2,50s,"Drama,Thriller",311613,8.4,1
827,Million Dollar Baby,17512,5,20s,"Drama,Sport",570723,8.1,1
828,The 40 Year Old Virgin,148692,3,40s,"Comedy,Romance",352768,7.1,0
829,War of the Worlds,12592,3,40s,"Adventure,Sci-Fi,Thriller",377862,6.5,0
830,Battlestar Galactica,12183,2,50s,"Action,Adventure,Drama",137707,8.7,1
831,The Departed,12601,4,30s,"Crime,Drama,Thriller",1038987,8.5,1
832,Sweeney Todd: The Demon Barber of Fleet Street,12599,3,40s,"Drama,Horror,Musical",315763,7.4,1
833,Munich,42142,4,30s,"Drama,History,Thriller",194995,7.6,1
834,Flightplan,12612,3,40s,"Mystery,Thriller",140475,6.3,0
835,Watchmen,329972,3,40s,"Action,Drama,Mystery",441757,7.6,1
836,Cowboys & Aliens,187404,3,40s,"Action,Sci-Fi,Thriller",192152,6.0,0
837,The Lake House,12669,3,40s,"Drama,Fantasy,Romance",126867,6.8,0
838,Desperate Housewives,12622,4,30s,"Comedy,Drama,Mystery",104716,7.5,1
839,Lost,285727,4,30s,"Adventure,Drama,Fantasy",443131,8.4,1
840,Hellboy II: The Golden Army,13042,2,50s,"Action,Adventure,Fantasy",233383,7.0,0
841,House M.D.,464829,3,40s,"Drama,Mystery",363636,8.8,1
842,Evan Almighty,148692,3,40s,"Comedy,Family,Fantasy",127909,5.4,0
843,Shrek the Third,12659,3,40s,"Adventure,Animation,Comedy",245626,6.1,0
844,Spider-Man 3,12101,4,30s,"Action,Adventure,Sci-Fi",445938,6.2,0
845,The A-Team,13016,2,50s,"Action,Adventure,Comedy",231359,6.8,0
846,Four Brothers,12705,4,30s,"Action,Crime,Drama",122573,6.9,0
847,Miami Vice,268626,5,20s,"Action,Crime,Thriller",101297,6.0,0
848,Role Models,706991,4,30s,Comedy,208640,6.9,0
849,The Kingdom,16974,4,30s,"Action,Drama,Thriller",111052,7.0,0
850,P.S. I Love You,17512,4,30s,"Drama,Romance",188478,7.1,0
851,Resident Evil: Extinction,12633,4,30s,"Action,Horror,Sci-Fi",169663,6.3,0
852,Fantastic Mr. Fox,12586,3,40s,"Adventure,Animation,Comedy",170833,7.8,1
853,Saw II,17567,4,30s,"Horror,Mystery",213306,6.6,0
854,Real Steel,410842,3,40s,"Action,Drama,Family",279317,7.1,0
855,Daybreakers,12623,4,30s,"Action,Fantasy,Horror",114879,6.5,0
856,V for Vendetta,867475,3,40s,"Action,Drama,Sci-Fi",927628,8.2,1
857,The Descent,506250,5,20s,"Adventure,Horror,Thriller",180137,7.2,0
858,The Giver,4043017,5,20s,"Drama,Romance,Sci-Fi",102589,6.5,0
859,Next,12578,3,40s,"Action,Sci-Fi,Thriller",137393,6.2,0
860,Toy Story 3,12621,2,50s,"Adventure,Animation,Comedy",656915,8.3,1
861,Doctor Who,2189152,5,20s,"Adventure,Drama,Family",178380,8.7,1
862,Ice Age: The Meltdown,17416,3,40s,"Adventure,Animation,Comedy",226665,6.8,0
863,Terminator Salvation,12751,4,30s,"Action,Adventure,Sci-Fi",314166,6.6,0
864,The Bourne Ultimatum,12817,4,30s,"Action,Mystery,Thriller",571707,8.0,1
865,Kung Fu Panda,99526,4,30s,"Action,Adventure,Animation",365797,7.6,1
866,Beowulf,897841,3,40s,"Action,Adventure,Animation",152932,6.2,0
867,Lincoln,12821,2,50s,"Biography,Drama,History",223831,7.4,1
868,Vantage Point,13061,2,50s,"Action,Crime,Drama",136968,6.6,0
869,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,65124,4,30s,Comedy,326475,7.3,1
870,The Illusionist,12174,4,30s,"Drama,Mystery,Romance",331747,7.6,1
871,"10,000 BC",16778,5,20s,"Action,Adventure,Drama",118252,5.1,0
872,The Assassination of Jesse James by the Coward Robert Ford,12556,3,40s,"Biography,Crime,Drama",153776,7.5,1
873,Zodiac,351402,5,20s,"Crime,Drama,Mystery",375251,7.7,1
874,Ratatouille,16988,3,40s,"Adventure,Animation,Comedy",555640,8.0,1
875,Pirates of the Caribbean: Dead Man's Chest,12599,3,40s,"Action,Adventure,Fantasy",598279,7.3,1
876,Silent Hill,569998,4,30s,Horror,198801,6.6,0
877,Rome,555338,4,30s,"Action,Drama,History",136214,8.8,1
878,Accepted,509899,5,20s,Comedy,115002,6.5,0
879,Hooligans,13167,5,20s,"Crime,Drama,Sport",131465,7.5,1
880,Shi mian mai fu,920522,5,20s,"Action,Adventure,Drama",100556,7.6,1
881,The Golden Compass,12636,4,30s,"Adventure,Family,Fantasy",164353,6.1,0
882,Hitch,12689,4,30s,"Comedy,Romance",271928,6.6,0
883,The Office,148692,3,40s,Comedy,272031,8.8,1
884,The Constant Gardener,12609,3,40s,"Drama,Mystery,Romance",123034,7.4,1
885,Entourage,176375,5,20s,"Comedy,Drama",149347,8.5,1
886,Saw,12607,3,40s,"Horror,Mystery,Thriller",344028,7.6,1
887,Idiocracy,17597,4,30s,"Adventure,Comedy,Sci-Fi",128175,6.6,0
888,Transporter 2,17494,4,30s,"Action,Crime,Thriller",175706,6.3,0
889,Brokeback Mountain,351402,5,20s,"Drama,Romance",292293,7.7,1
890,30 Days of Night,11930,5,20s,"Horror,Thriller",153238,6.6,0
891,Bee Movie,13095,2,50s,"Adventure,Animation,Comedy",123532,6.1,0
892,Click,11795,4,30s,"Comedy,Drama,Fantasy",276942,6.4,0
893,The Grudge,11868,5,20s,"Horror,Mystery,Thriller",128762,5.9,0
894,Coach Carter,12631,2,50s,"Biography,Drama,Sport",107934,7.3,1
895,Hotel Rwanda,12795,4,30s,"Biography,Drama,History",306394,8.1,1
896,Perfume: The Story of a Murderer,891238,5,20s,"Crime,Drama,Fantasy",214051,7.5,1
897,Wedding Crashers,17598,4,30s,"Comedy,Romance",307970,7.0,0
898,House of Wax,596293,5,20s,"Horror,Mystery,Thriller",105606,5.3,0
899,Ant-Man,706991,3,40s,"Action,Adventure,Comedy",459499,7.3,1
900,Rocky Balboa,12693,2,50s,"Drama,Sport",184073,7.2,0
901,Crank,17494,4,30s,"Action,Crime,Thriller",217448,7.0,0
902,Madagascar: Escape 2 Africa,12378,3,40s,"Adventure,Animation,Comedy",175230,6.7,0
903,This Is England,2200822,6,teenager,"Crime,Drama",108166,7.7,1
904,I Am Legend,12689,4,30s,"Drama,Horror,Sci-Fi",616442,7.2,0
905,Hall Pass,17598,3,40s,"Comedy,Romance",112054,5.9,0
906,The Number 23,12583,3,40s,"Crime,Drama,Horror",181538,6.4,0
907,The Croods,12578,3,40s,"Action,Adventure,Animation",172666,7.2,0
908,Harold & Kumar Escape from Guantanamo Bay,164711,4,30s,"Adventure,Comedy",123080,6.6,0
909,Grindhouse,13084,2,50s,"Action,Horror,Thriller",167328,7.6,1
910,Rambo,12693,1,+60s,"Action,Thriller,War",197525,7.0,0
911,The Simpsons Movie,140095,3,40s,"Adventure,Animation,Comedy",285606,7.3,1
912,Step Up,1621441,5,20s,"Crime,Drama,Music",102214,6.5,0
913,28 Weeks Later,688641,4,30s,"Drama,Horror,Sci-Fi",237014,7.0,0
914,The Fast and the Furious: Tokyo Drift,99616,5,20s,"Action,Crime,Thriller",212084,6.0,0
915,El orfanato,707442,3,40s,"Drama,Horror,Mystery",134882,7.5,1
916,National Treasure: Book of Secrets,12578,3,40s,"Action,Adventure,Family",201573,6.5,0
917,Hitman,621851,4,30s,"Action,Crime,Drama",151866,6.3,0
918,Michael Clayton,12586,3,40s,"Crime,Drama,Mystery",146661,7.3,1
919,Shoot 'Em Up,618012,3,40s,"Action,Comedy,Crime",138318,6.7,0
920,Max Payne,12705,4,30s,"Action,Crime,Drama",116048,5.4,0
921,Juno,654240,6,teenager,"Comedy,Drama",457289,7.5,1
922,The Dark Knight,12751,4,30s,"Action,Crime,Drama",1989485,9.0,1
923,There Will Be Blood,12821,3,40s,Drama,448940,8.1,1
924,Ex Machina,2592937,5,20s,"Drama,Mystery,Sci-Fi",403779,7.7,1
925,Tower Heist,13015,3,40s,"Action,Comedy,Crime",122672,6.2,0
926,9,13167,5,20s,"Action,Adventure,Animation",123362,7.1,0
927,Apocalypto,817103,4,30s,"Action,Adventure,Drama",265351,7.8,1
928,The Mechanic,17494,3,40s,"Action,Crime,Thriller",138175,6.6,0
929,It's Always Sunny in Philadelphia,205815,5,20s,Comedy,164959,8.8,1
930,Prince of Persia: The Sands of Time,351402,5,20s,"Action,Adventure,Fantasy",248800,6.6,0
931,State of Play,12591,3,40s,"Crime,Drama,Mystery",124101,7.1,0
932,"Hail, Caesar!",11586,3,40s,"Comedy,Mystery",107021,6.3,0
933,Smokin' Aces,17351,3,40s,"Action,Crime,Drama",129895,6.7,0
934,Westworld,905689,5,20s,"Drama,Mystery,Sci-Fi",315517,8.8,1
935,Unstoppable,12706,2,50s,"Action,Thriller",169005,6.8,0
936,Night at the Museum,12378,3,40s,"Adventure,Comedy,Family",276791,6.4,0
937,No Country for Old Men,12632,1,+60s,"Crime,Drama,Thriller",740229,8.1,1
938,21,802503,5,20s,"Crime,Drama,History",209676,6.8,0
939,The Tree of Life,12556,3,40s,"Drama,Fantasy",153396,6.8,0
940,Knocked Up,691617,5,20s,"Comedy,Romance",325647,7.0,0
941,The Prestige,12751,4,30s,"Drama,Mystery,Sci-Fi",1027374,8.5,1
942,The Strangers,17490,4,30s,"Horror,Mystery,Thriller",107842,6.2,0
943,Blades of Glory,13604,4,30s,"Comedy,Sport",144018,6.3,0
944,Scott Pilgrim vs. the World,155592,5,20s,"Action,Comedy,Fantasy",327239,7.5,1
945,Knowing,12578,3,40s,"Action,Drama,Mystery",205209,6.2,0
946,Sunshine,595622,4,30s,"Adventure,Sci-Fi,Thriller",215320,7.3,1
947,Hancock,12689,4,30s,"Action,Drama,Fantasy",399284,6.4,0
948,Puss in Boots,12567,2,50s,"Action,Adventure,Animation",129789,6.6,0
949,Eragon,2080072,6,teenager,"Action,Adventure,Family",115779,5.1,0
950,Little Miss Sunshine,148692,3,40s,"Comedy,Drama",400159,7.8,1
951,Pirates of the Caribbean: At World's End,12599,3,40s,"Action,Adventure,Fantasy",542785,7.1,0
952,Babel,12556,3,40s,Drama,268421,7.5,1
953,16 Blocks,12709,2,50s,"Action,Crime,Drama",120198,6.6,0
954,Blood Diamond,12601,4,30s,"Adventure,Drama,Thriller",452452,8.0,1
955,Hostel,369741,5,20s,"Horror,Mystery,Thriller",155553,5.9,0
956,1408,12594,3,40s,"Drama,Horror",237161,6.8,0
957,Horton Hears a Who!,12583,3,40s,"Adventure,Animation,Comedy",118732,6.8,0
958,Wonder Woman,2919496,4,30s,"Action,Adventure,Fantasy",449278,7.5,1
959,Criminal Minds,1319072,5,20s,"Crime,Drama,Mystery",132410,8.1,1
960,The Break-Up,12561,4,30s,"Comedy,Drama,Romance",113868,5.8,0
961,Death Race,17494,3,40s,"Action,Sci-Fi,Thriller",184097,6.4,0
962,Gone Baby Gone,12614,1,+60s,"Crime,Drama,Mystery",227198,7.7,1
963,The Time Traveler's Wife,42142,3,40s,"Drama,Fantasy,Romance",129450,7.1,0
964,Mr. Bean's Holiday,12563,2,50s,"Comedy,Family",102966,6.4,0
965,Deja Vu,12706,2,50s,"Action,Crime,Sci-Fi",270076,7.1,0
966,The Hills Have Eyes,486977,3,40s,"Horror,Thriller",146062,6.4,0
967,Inside Man,12706,2,50s,"Crime,Drama,Mystery",306768,7.6,1
968,Life of Pi,4029040,6,teenager,"Adventure,Drama,Fantasy",516810,7.9,1
969,The Pursuit of Happyness,12689,4,30s,"Biography,Drama",393968,8.0,1
970,She's the Man,16826,6,teenager,"Comedy,Romance,Sport",133355,6.4,0
971,Prison Break,669260,4,30s,"Action,Crime,Drama",417441,8.4,1
972,The Crazies,569998,4,30s,"Horror,Thriller",102656,6.5,0
973,The Last King of Scotland,527448,5,20s,"Biography,Drama,History",162209,7.7,1
974,Australia,12636,3,40s,"Adventure,Comedy,Drama",111980,6.6,0
975,The Equalizer,12706,2,50s,"Action,Crime,Thriller",287297,7.2,0
976,El laberinto del fauno,1584793,6,teenager,"Drama,Fantasy,War",555027,8.2,1
977,The Holiday,13164,4,30s,"Comedy,Romance",210914,6.9,0
978,Captain America: The First Avenger,267611,5,20s,"Action,Adventure,Sci-Fi",624236,6.9,0
979,The Devil Wears Prada,18720,5,20s,"Comedy,Drama",328692,6.9,0
980,Sin City: A Dame to Kill For,13083,1,+60s,"Crime,Thriller",136122,6.5,0
981,X-Men Origins: Wolverine,410842,3,40s,"Action,Adventure,Sci-Fi",423084,6.6,0
982,Bones,223907,5,20s,"Comedy,Crime,Drama",127366,7.9,1
983,How I Met Your Mother,1295419,4,30s,"Comedy,Romance",522224,8.3,1
984,Supernatural,634163,5,20s,"Drama,Fantasy,Horror",340555,8.5,1
985,Enchanted,11456,4,30s,"Animation,Comedy,Family",161547,7.1,0
986,Mr. Nobody,12071,4,30s,"Drama,Fantasy,Romance",190602,7.9,1
987,4: Rise of the Silver Surfer,333893,4,30s,"Action,Adventure,Fantasy",233975,5.6,0
988,Stardust,1394671,5,20s,"Adventure,Family,Fantasy",234825,7.7,1
989,Disturbia,456895,5,20s,"Crime,Drama,Mystery",203877,6.9,0
990,Wild Hogs,13204,2,50s,"Adventure,Comedy",107727,5.9,0
991,The IT Crowd,1644315,5,20s,Comedy,113197,8.5,1
992,Fracture,12627,1,+60s,"Crime,Drama,Mystery",164380,7.2,0
993,Jumper,160925,5,20s,"Action,Adventure,Sci-Fi",266973,6.1,0
994,Saw III,68655,1,+60s,"Horror,Mystery,Thriller",162728,6.2,0
995,Wanted,12005,4,30s,"Action,Crime,Fantasy",333397,6.7,0
996,30 Rock,265906,4,30s,Comedy,101496,8.2,1
997,Ocean's Thirteen,12586,3,40s,"Crime,Thriller",290729,6.9,0
998,Vicky Cristina Barcelona,341046,5,20s,"Drama,Romance",223084,7.1,0
999,Letters from Iwo Jima,876782,3,40s,"Drama,History,War",144155,7.9,1
1000,The Chronicles of Narnia: Prince Caspian,1753222,5,20s,"Action,Adventure,Family",173028,6.5,0
1001,Avatar,898888,4,30s,"Action,Adventure,Fantasy",1011079,7.8,1
1002,RocknRolla,118025,4,30s,"Action,Crime,Thriller",215683,7.3,1
1003,The Descendants,12586,3,40s,"Comedy,Drama",220634,7.3,1
1004,What Happens in Vegas,12602,4,30s,"Comedy,Romance",154819,6.1,0
1005,Gamer,118025,4,30s,"Action,Sci-Fi,Thriller",122956,5.8,0
1006,Defiance,187404,4,30s,"Action,Drama,History",128149,7.2,0
1007,The Book of Eli,12706,2,50s,"Action,Adventure,Drama",262911,6.9,0
1008,The Bounty Hunter,12561,3,40s,"Action,Comedy,Romance",109615,5.6,0
1009,[Rec],861282,4,30s,"Horror,Mystery,Thriller",149652,7.5,1
1010,The Proposal,12576,3,40s,"Comedy,Drama,Romance",263733,6.7,0
1011,Tropic Thunder,12378,3,40s,"Action,Adventure,Comedy",344519,7.0,0
1012,Salt,12005,4,30s,"Action,Mystery,Thriller",272279,6.4,0
1013,Game of Thrones,3486169,5,20s,"Action,Adventure,Drama",1379058,9.5,1
1014,Source Code,351402,4,30s,"Mystery,Romance,Sci-Fi",440508,7.5,1
1015,Black Swan,12667,5,20s,"Drama,Thriller",629904,8.0,1
1016,Green Zone,12817,4,30s,"Action,Drama,Thriller",120475,6.8,0
1017,The Amazing Spider-Man,2058216,5,20s,"Action,Adventure,Sci-Fi",511463,7.0,0
1018,The Happening,12705,4,30s,"Mystery,Sci-Fi,Thriller",181364,5.0,0
1019,The Mummy: Tomb of the Dragon Emperor,12872,4,30s,"Action,Adventure,Fantasy",136519,5.2,0
1020,Planet Earth,12707,2,50s,Documentary,139050,9.4,1
1021,Mamma Mia!,13121,2,50s,"Comedy,Musical,Romance",183705,6.4,0
1022,Star Trek,1665481,5,20s,"Action,Adventure,Sci-Fi",549573,8.0,1
1023,Forgetting Sarah Marshall,68452,5,20s,"Comedy,Drama,Romance",242713,7.2,0
1024,The Incredible Hulk,12174,4,30s,"Action,Adventure,Sci-Fi",382084,6.8,0
1025,Clash of the Titans,898888,4,30s,"Action,Adventure,Fantasy",251234,5.8,0
1026,Thor,1350305,5,20s,"Action,Adventure,Fantasy",645167,7.0,0
1027,Warcraft,1554048,4,30s,"Action,Adventure,Fantasy",218824,6.9,0
1028,It's Kind of a Funny Story,1648525,6,teenager,"Comedy,Drama,Romance",123155,7.1,0
1029,Mad Men,350598,4,30s,Drama,173181,8.6,1
1030,Dexter,340945,4,30s,"Crime,Drama,Mystery",581642,8.7,1
1031,Drive,324317,4,30s,"Crime,Drama",506578,7.8,1
1032,The Princess and the Frog,715313,4,30s,"Adventure,Animation,Comedy",105340,7.1,0
1033,In Bruges,268626,4,30s,"Comedy,Crime,Drama",352923,7.9,1
1034,Mr. Brooks,12589,2,50s,"Crime,Drama,Thriller",134467,7.3,1
1035,Atonement,456074,5,20s,"Drama,Mystery,Romance",222103,7.8,1
1036,Dallas Buyers Club,12653,3,40s,"Biography,Drama",390101,8.0,1
1037,Jack Reacher,12592,3,40s,"Action,Crime,Thriller",276580,7.0,0
